Time,Duration
0,161.42
1,254.32
1,215.45
1,160.82
1,158.69
1,152.29
1,159.21
1,196.95
1,154.84
1,153.00
2,155.48
2,199.33
2,152.51
2,154.46
2,154.51
2,202.23
2,1653.11
2,155.96
3,159.57
3,204.26
3,1685.28
3,177.39
3,157.82
3,203.34
3,1684.16
3,154.45
4,158.86
4,1459.70
4,198.37
4,161.94
4,157.41
4,159.56
4,155.02
4,160.20
4,156.93
4,1721.09
4,157.33
5,152.87
5,204.45
5,194.65
5,1669.16
5,155.30
5,150.93
5,157.65
5,168.99
5,1667.52
5,152.61
5,189.86
6,158.17
6,210.27
6,153.89
6,157.80
6,160.27
6,1692.34
6,154.27
6,157.03
7,156.49
7,1388.86
7,204.85
7,197.36
7,154.38
7,172.08
7,1665.70
7,202.35
7,156.27
8,250.05
8,1533.53
8,213.03
8,164.06
8,157.83
8,157.53
8,1498.72
8,198.76
8,156.23
8,158.28
9,155.00
9,1456.91
9,203.19
9,157.49
9,165.95
9,1370.05
9,165.03
9,198.13
9,152.17
9,155.96
10,151.77
10,1452.41
10,200.13
10,151.77
10,156.11
10,151.20
10,1469.92
10,199.59
10,151.63
11,155.90
11,1458.48
11,153.34
11,159.44
11,1461.94
11,156.52
12,161.20
12,1463.48
12,1438.63
12,154.97
12,162.14
12,153.85
12,1369.80
12,161.46
12,159.10
12,194.42
12,160.08
12,154.50
12,1384.19
13,203.34
13,157.15
13,160.55
13,159.23
13,1461.32
13,198.62
13,158.10
13,202.73
14,199.57
14,1504.51
14,166.39
14,156.65
14,201.91
14,1659.95
15,241.40
15,200.98
15,1503.34
15,172.26
15,157.34
15,150.46
15,196.09
15,152.95
15,1669.14
15,158.72
15,153.40
16,155.83
16,155.08
16,171.06
16,1571.60
16,153.78
16,155.29
16,159.55
16,196.48
16,158.56
16,202.09
16,154.30
17,1416.72
17,198.68
17,158.08
17,207.22
17,1382.59
17,202.20
17,154.44
17,157.18
18,155.63
18,203.10
18,1432.18
18,160.74
18,156.09
18,1458.33
18,199.84
18,190.89
18,158.83
19,151.67
19,198.64
19,1664.42
19,154.63
19,159.10
19,196.34
19,1651.33
19,158.70
19,159.50
20,153.98
20,1455.72
20,198.95
20,154.85
20,155.68
20,157.57
20,1425.94
20,183.59
20,157.79
20,158.16
21,156.12
21,1458.23
21,295.06
21,165.77
21,234.94
21,1435.52
21,152.58
21,154.57
21,159.39
22,156.72
22,1458.35
22,201.08
22,156.57
22,160.05
22,153.64
22,199.23
22,1600.74
22,155.11
23,154.50
23,1464.10
23,201.73
23,155.42
23,154.61
23,158.03
23,1458.39
23,201.55
23,156.00
23,198.16
24,1490.23
24,200.69
24,151.52
24,156.38
24,153.32
24,1454.99
24,207.03
24,153.49
24,158.28
25,156.69
25,202.51
25,1603.78
25,157.24
25,161.79
25,1463.94
25,199.47
25,181.37
25,157.06
25,178.46
26,201.32
26,1659.89
26,155.15
26,175.07
26,1449.14
26,200.12
26,160.89
26,159.57
27,152.74
27,204.44
27,1606.04
27,160.69
27,154.16
27,1455.23
27,202.79
28,292.79
28,307.64
28,1676.82
28,175.66
28,157.17
28,152.96
28,1492.99
28,199.46
28,154.30
28,151.63
29,157.18
29,1459.06
29,199.20
29,160.46
29,191.62
29,1388.13
29,206.39
29,250.75
29,158.78
30,156.73
30,201.36
30,1603.18
30,156.47
30,156.75
30,200.38
30,1688.81
31,187.97
31,1690.02
31,155.76
31,1420.10
31,158.58
31,151.71
31,175.44
32,153.58
32,1475.32
32,154.56
32,196.39
32,155.52
32,189.06
32,1528.54
32,151.53
32,192.61
32,153.11
33,242.99
32,199.58
33,154.99
33,197.06
33,160.70
33,262.67
33,247.42
33,154.76
33,186.44
33,160.70
